Price,Location,Size,Bedrooms,Bathrooms,Wardrobes,Cabinets,Balcony,Parking,Quarters
50 000 000 Ksh,Kahawa house for sale@50 millions,25/20â,4.0,3.0,,,,Yes,Yes
60 000 000 Ksh,Kilimani house for sale@60 millions,20/25m,4.0,3.0,,,,Yes,Yes
90 000 000 Ksh,90M Kasarani,20mx30m,5.0,3.0,Yes,Yes,Yes,Yes,
25 000 000 Ksh,25M Kahawa,,5.0,4.0,Yes,Yes,Yes,Yes,Yes
150 000 000 Ksh,"Karen, @120.000.000 Ksh",25/30m,5.0,5.0,,,,Yes,Yes
60 000 000 Ksh,Nairobi,25mx30m,4.0,3.0,Yes,Yes,Yes,Yes,Yes
26 000 000 Ksh,Kilimani @26.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
57 000 000 Ksh,"Nairobi, Umoja",,4.0,3.0,Yes,,Yes,Yes,Yes
9 000 000 Ksh,Nairobi ,/,,,,,,,Yes
50 000 000 Ksh,50M Kibra,30mx20m,4.0,2.0,Yes,Yes,Yes,Yes,
65 000 000 Ksh,"www.nairobiland.com,Kilimani @65 millions",25/20m,,1.0,,,,Yes,Yes
75 000 000 Ksh,Kilimani @75.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
45 000 000 Ksh,Nairobi,/,5.0,3.0,,,,Yes,
100 000 000 Ksh,100M Karen,/,4.0,3.0,,Yes,,,
55 000 000 Ksh,55M Kilimani ,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
95 000 000 Ksh,www.nairobiland.com/ Kasarani@95 millions,25/20m,4.0,3.0,,,,Yes,Yes
70 000 000 Ksh,Kilimani @70.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
54 000 000 Ksh,www.Nairobidealer.com,30/30,4.0,3.0,,,,Yes,Yes
140 000 000 Ksh,"Nairobi, Karen",,5.0,4.0,Yes,Yes,Yes,Yes,Yes
43 000 000 Ksh,"Nairobi,Kasarani",/,4.0,2.0,,Yes,,Yes,
$ 18 000 000,Nairobi-Downtown,500Sqm,,,,,,Yes,
120 000 000 Ksh,www.Nairobidealer.com,20/20 ,6.0,4.0,,,,,
250 000 000 Ksh,Karen CLOSER TO TARMAC STREET,,6.0,5.0,,,Yes,Yes,
45 000 000 Ksh,Nairobi,"1.0.0,238",,,,,,,
80 000 000 Ksh,80M Kilimani,30mx20m,3.0,2.0,,,,,Yes
50 000 000 Ksh,50M Karen,22mx25m,,,,,,,
100 000 000 Ksh,"Karen, @100.000.000 Ksh",25/30m,4.0,4.0,,,,Yes,Yes
170 000 000 Ksh,Nairobi Westlands,/,5.0,4.0,,,Yes,Yes,
85 000 000 Ksh,Nairobi Umoja kuri kaburimbo,,4.0,,Yes,,Yes,,
50 000 000 Ksh,50m Uthiru,20mx30m,4.0,3.0,,,,,
70 000 000 Ksh,70M Jogooroad,20MX30M,4.0,3.0,,,,Yes,Yes
38 000 000 Ksh,38M Kahawa,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
250 000 000 Ksh,www.Nairobidealer.com,30/20p,5.0,4.0,,,,,
75 000 000 Ksh,"Kasarani, house for sale @75.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
35 000 000 Ksh,Nairobi,/,,,,,,,
45 000 000 Ksh,Kibra,25mx30m,4.0,3.0,,,,,
150 000 000 Ksh,"Nairobi,Kahawa",/,4.0,5.0,,Yes,,,
30 000 000 Ksh,30m Dagoretti,25/30m,4.0,3.0,,,,Yes,Yes
8 000 000 Ksh,"Nairobi,Karen",/,3.0,2.0,,,,Yes,Yes
25 000 000 Ksh,25M Ruaraka,/,4.0,3.0,,Yes,,,
18 000 000 Ksh,Nairobi Kasarani,22/18,3.0,,,,,,
200 000 000 Ksh,Kariobangi-Westlands,320 sqm,,,,,,,
130 000 000 Ksh,"130M,Kariobangi ",/,3.0,3.0,,Yes,,Yes,
48 000 000 Ksh,"Nairobi,Kasarani",/,4.0,2.0,,,,Yes,Yes
120 000 000 Ksh,Karen house for sale@120 millions,30/20m,5.0,4.0,Yes,,,Yes,Yes
85 000 000 Ksh,Kibra 85M,30mx20m,4.0,3.0,,,,Yes,
80 000 000 Ksh,"Nairobi, Kibra",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
48 000 000 Ksh,Nairobi-Kasarani-Uthiru,20mx30m,4.0,3.0,,,,,
13 500 Ksh,Nairobi Dagoretti,20/20 ,,,,,,,
75 000 000 Ksh,Nairobi CITY,,4.0,3.0,Yes,Yes,Yes,Yes,
100 000 000 Ksh,100M Karen,/,4.0,3.0,,Yes,,,
30 000 000 Ksh,30M Ngongroad,/,4.0,3.0,,Yes,,,
15 000 000 Ksh,"Nairobi, Komarock",450Sqm,,,,,,,
75 000 000 Ksh,www.nairobiland.com house for sale inKasarani nibonyi@75millions at@75millions,20/25m,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,Umoja house for sale@55 millions,25/20m,4.0,3.0,,,,Yes,Yes
115 000 000 Ksh,"Karen, Nairobi",,5.0,4.0,Yes,Yes,Yes,Yes,
72 000 000 Ksh,Nairobi@festus,20m/30m,4.0,3.0,,,,Yes,Yes
90 000 000 Ksh,Nairobi-Ruai @90 millions,25/35m,4.0,3.0,,,,Yes,
120 000 000 Ksh,Nairobi,/,4.0,3.0,,,,Yes,Yes
13 000 000 Ksh,13M Dagoretti ULK,,4.0,1.0,Yes,Yes,Yes,Yes,Yes
65 000 000 Ksh,Kasarani,/,5.0,2.0,,,,Yes,Yes
150 000 000 Ksh,150M Kilimani,,5.0,3.0,Yes,Yes,Yes,Yes,Yes
85 000 000 Ksh,85M Kasarani,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
40 000 000 Ksh,Nairobi@festus,20m/30m,4.0,3.0,,,,Yes,
65 000 000 Ksh,Nairobi Kasarani,25/30m,4.0,3.0,,,,Yes,Yes
35 000 000 Ksh,35M Dagoretti,20mx30m,4.0,3.0,,,,,
55 000 000 Ksh,Kinoo house for sale@ 55 millions,28/30m,5.0,3.0,,,,Yes,Yes
58 000 000 Ksh,"www.nairobiland.com,Kahawa@58 millions",25/30m,,1.0,,,,Yes,Yes
65 000 000 Ksh,"Nairobi,Kasarani",/,4.0,3.0,,,,Yes,Yes
350 000 000 Ksh,Ngumo,3338sqm,5.0,2.0,,Yes,,Yes,
45 000 000 Ksh,45M Kahawa,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Ksh,60m Dagoretti,30mx30m,4.0,2.0,,,,,Yes
45 000 000 Ksh,45M Nairobiwest,20mx30m,4.0,3.0,,,,,
70 000 000 Ksh,Uthiru70million,/,4.0,3.0,,,,Yes,
61 000 000 Ksh,Kahawa @61.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
350 000 000 Ksh,Ngumo,3338sqm,5.0,2.0,,Yes,,Yes,
15 000 000 Ksh,"Nairobi,Makadara",/,5.0,2.0,,,,Yes,Yes
135 000 000 Ksh,Kilimani 135M,500sqm,5.0,5.0,,,,,
Negotiable,Nairobi-Mathare,/,3.0,2.0,,,,,Yes
65 000 000 Ksh,www.nairobiland.com/ Kasarani@ 65 millions,25/30m,4.0,3.0,,,,Yes,Yes
35 000 000 Ksh,35M Kinoo,/,4.0,3.0,,Yes,,,
8 000 000 Ksh,Makadara 8m,20/30S,,,,,,,
50 000 000 Ksh,"Kasarani, house for sale @50.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Ksh,Nairobi Kahawa,25/30m,4.0,3.0,,,,Yes,Yes
17 000 000 Ksh,17M Dagoretti,/,4.0,3.0,,Yes,,,
70 000 000 Ksh,70M Jogooroad,30mx30m,4.0,2.0,,,,,Yes
37 000 000 Ksh,37m gihogwe,30mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
50 000 000 Ksh,50m Kilimani,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
42 000 000 Ksh,42M Dagoretti,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,Yes
100 100 000 000 Ksh,"www.nairobiland.com,Karen @110 millions",25/20m,,1.0,,,,Yes,Yes
85 000 000 Ksh,www.nairobiland.com Ruai @85.000.000 Ksh,30/25m,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,"Nairobi-Kasarani,festus",/,4.0,3.0,,,,,Yes
50 000 000 Ksh,Kilimani 50,30m l,4.0,3.0,,,,,
180 000 000 Ksh,"Nairobi, Karen",,,1.0,,Yes,Yes,Yes,Yes
50 000 000 Ksh,"Nairobi, Kasarani",/,4.0,3.0,,,,Yes,Yes
50 000 000 Ksh,50M Kahawa near main road  house for sale,20mx30m,4.0,3.0,,,,Yes,Yes
45 000 000 Ksh,"Nairobi, Komarock",/,450000004,4.0,,Yes,,,
30 000 000 Ksh,30M Kinoo,25m/30m,4.0,1.0,,,,Yes,Yes
280 000 000 Ksh,280M,/,3.0,3.0,,,,Yes,Yes
70 000 000 Ksh,Karen,944sqm,5.0,3.0,,,,,
45 000 000 Ksh,45M Jogooroad,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Ksh,"www.nairobiland.com,Dagoretti @55 millions",30/25m,,1.0,,,,Yes,Yes
60 000 000 Ksh,"Nairobi,Dagoretti",/,4.0,3.0,,Yes,,,
40 000 000 Ksh,"Nairobi,GATSATA",/,4.0,2.0,,Yes,,,
31 000 000 Ksh,Pangani KARIYERI,,4.0,3.0,,,Yes,,Yes
30 000 000 Ksh,30m Ngongroad,20mx30m,4.0,3.0,,,,Yes,
65 000 000 Ksh,"Kasarani, house for sale @65.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
47 000 000 Ksh,Nairobi,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
60 000 000 Ksh,Kahawa;60.000.000Ksh,30/30m,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,Nairobi-Kahawa@festus,/,4.0,3.0,,,,Yes,Yes
830 000 000 Ksh,Nairobi Kasarani,20/35m,,1.0,,,,,Yes
25 000 000 Ksh,25M Komarock,20mx30m,4.0,3.0,,,,,
50 000 000 Ksh,50m Kilimani,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
70 000 000 Ksh,70M Karen,25m/30m,4.0,3.0,,,,Yes,Yes
52 000 000 Ksh,Kahawa 52M ,/,4.0,3.0,,Yes,,,
200 000 000 Ksh,Kibra,/,7,1.0,Yes,,Yes,Yes,Yes
75 000 000 Ksh,"Kasarani, house for sale @75.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
140 000 000 Ksh,"Nairobi,Westlands",/,5.0,4.0,,,,Yes,Yes
500 000 Ksh,Kilimani Ksh 500 000,/,4.0,3.0,,,,,Yes
50 000 000 Ksh,"Nairobidealers,com",600Sqm,4.0,3.0,,,Yes,,Yes
95 000 000 Ksh,Dagoretti 95M,/,4.0,3.0,,,Yes,Yes,
100 000 000 Ksh,www.nairobiland.com house for sale in Karen at@100millions,25/30m,4.0,4.0,,,,Yes,Yes
65 000 000 Ksh,Nairobi Karen,25/30m,5.0,3.0,,,,Yes,Yes
200 000 000 Ksh,Ngara,1500sqm,5.0,4.0,,,,Yes,Yes
35 000 000 Ksh,Nairobi,/,4.0,3.0,,,,Yes,
55 000 000 Ksh,55M Kilimani,/,4.0,3.0,,Yes,,,
30 000 000 Ksh,"nairobiland.com,nyagatare@30 millions",30/40m,5.0,3.0,,,,Yes,Yes
47 000 000 Ksh,Kahawa house for sale@47 millions,30/25m,4.0,3.0,,,,Yes,Yes
70 000 000 Ksh,70M Jogooroad,30mx30m,4.0,2.0,,,,,Yes
155 000 000 Ksh,Nairobi Kibra,30/25 ,4.0,5.0,,,,Yes,Yes
55 000 000 Ksh,Kilimani:property24.com,25mx30m,4.0,3.0,,,,,
30 000 000 Ksh,30M Kinoo ,35mx35m,4.0,3.0,Yes,Yes,Yes,Yes,
50 000 000 Ksh,Kahawa,/,4.0,3.0,,,,Yes,
28 000 000 Ksh,28M Ngongroad,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
45 000 000 Ksh,45M Nairobi ,30mx30m,4.0,2.0,,,,,Yes
39 000 000 Ksh,Pangani,,4.0,2.0,,,Yes,Yes,Yes
75 000 000 Ksh,Nairobi 75m,500sqm,4.0,3.0,,,,,
45 000 000 Ksh,45M Komarock,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
12 000 000 Ksh,12M RWAMAGANA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
32 000 000 Ksh,32M Komarock,20mx30m,4.0,2.0,,,,,Yes
65 000 000 Ksh,Nairobi-Kahawa-festus,20x35m,5.0,3.0,,,,,
50 000 000 Ksh,Kahawa @50.000.000 Ksh,25/30L,4.0,3.0,,,,Yes,Yes
45 000 000 Ksh,Nairobi -Kahawa ,/,4.0,3.0,,,,,Yes
55 000 000 Ksh,55M Kahawa,20mx30m,4.0,3.0,,,,,
55 000 000 Ksh,Nairobi Umoja,25/20m,4.0,3.0,,,,Yes,Yes
38 000 000 Ksh,38M Kahawa,20mx30m,4.0,3.0,,,,,
52 000 000 Ksh,Nairobi Kahawa,/,4.0,3.0,,,,Yes,Yes
170 000 000 Ksh,Nairobi,22/30W,4.0,3.0,,,,Yes,
150 000 000 Ksh,"www.nairobilandhouse.com,Dagoretti@150 millions.",25/30â,5.0,4.0,,,,Yes,Yes
20 000 000 Ksh,20M Malaa,/,5.0,2.0,,Yes,,,
30 000 000 Ksh,30M Karen,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
35 000 000 Ksh,35M Ngongroad,/,4.0,3.0,,Yes,,,
67 500 000 Ksh,Nairobi,,3.0,2.0,,Yes,Yes,,
65 000 000 Ksh,Nairobi-Kahawa-festus,/,4.0,3.0,,,,,Yes
650 000 000 Ksh,65M Kilimani,35mx35m,4.0,1.0,Yes,Yes,Yes,Yes,
42 000 000 Ksh,42M Runda,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Ksh,55M Githurai44,25mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
55 000 000 Ksh,Kahawa@55milllions/ www.nairobiland.com,25/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Ksh,85m Ruai,25/30m,5.0,3.0,,,,Yes,Yes
80 000 000 Ksh,Kilimani house for sale@80 millions,30/25P,4.0,3.0,Yes,,,Yes,Yes
60 000 000 Ksh,Komarock house for sale@60 millions,25/20P,4.0,3.0,,,,Yes,Yes
450 000 000 Ksh,Westlands big house for sale @450.000.000 Ksh,35/45m,5.0,4.0,,,,Yes,Yes
63 000 000 Ksh,63M Karen,/,4.0,3.0,,Yes,,,
95 000 000 Ksh,"Nairobi-Karen,festus",/,4.0,3.0,,,,,Yes
85 000 000 Ksh,www.nairobiland.com/ Karen@85 millions,25/35m,4.0,1.0,,,,Yes,Yes
120 000 000 Ksh,Nairobikamulu,/,5.0,4.0,,,,,
27 000 000 Ksh,27M Ngongroad,20mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
37 000 000 Ksh,Nairobi Ngongroad,20/30m,,1.0,,,,,Yes
53 000 000 Ksh,Nairobi-Kahawa-festus,20x20m,4.0,3.0,,,,,
55 000 000 Ksh,"Kasarani, house for sale @55.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Ksh,"Nairobi,Karen",,4.0,3.0,Yes,Yes,Yes,Yes,
60 000 000 Ksh,Ngumo 60M,30mx35m,4.0,3.0,,,,,Yes
70 000 000 Ksh,70M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
65 000 000 Ksh,Kilimani house for sale@65 millions,30/25m,,1.0,,,,Yes,Yes
65 000 000 Ksh,Nairobi,/,4.0,3.0,,,,Yes,Yes
45 000 000 Ksh,45M Jogooroad,20mx30m,4.0,3.0,,,,,
42 000 000 Ksh,42M Umoja,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
65 000 000 Ksh,Kilimani house for sale@65 millions,25/20m,4.0,3.0,,,,Yes,Yes
200 000 000 Ksh,"Nairobi, Kibra",,4.0,4.0,Yes,Yes,Yes,Yes,Yes
40 000 000 Ksh,40milliona Kariobangi,/,4.0,3.0,,,,,Yes
55 000 000 Ksh,"www.nairobiland.com,Jogooroad @55 millions",25/30m,,1.0,,,,Yes,Yes
70 000 000 Ksh,"Nairobi,Karen",/,4.0,2.0,Yes,Yes,Yes,Yes,
65 000 000 Ksh,"www.nairobiland.com, Ruai@65 millions",20/30m,4.0,3.0,,,,Yes,Yes
Negotiable,Nairobi,20m/30m,4.0,3.0,,,,,
18 000 000 Ksh,Kahawa airport Nairobi,400sqm,3.0,1.0,,,,,Yes
50 000 000 Ksh,"Nairobi,Kahawa",/,3.0,2.0,,Yes,,,
650 000 000 Ksh,Nairobi-Kasarani,,4.0,3.0,,,Yes,Yes,Yes
18 000 000 Ksh,Nairobi Kasarani,22/18,3.0,,,,,,
250 000 000 Ksh,Komarock @250.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
28 000 000 Ksh,Nairobi,/,4.0,3.0,,,,Yes,
70 000 000 Ksh,70M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
80 000 000 Ksh,Joska house for sale@ 80.000.000 Ksh,30/40m,5.0,4.0,,,,Yes,Yes
218 000 000 Ksh,Hurlingham-Muthaiga,999sqm,,,,,,,Yes
150 000 000 Ksh,Karen,/,5.0,,,,,,
60 000 000 Ksh,Nairobi-Ngara,20mx20m,4.0,2.0,,,,,
28 000 000 Ksh,Kinoo,/,4.0,,,,,,
110 000 000 Ksh,100M Kabete,/,4.0,3.0,,Yes,,,
34 000 000 Ksh,34M Kilimani,20mx25m,2.0,2.0,Yes,Yes,Yes,Yes,
70 000 000 Ksh,Kasarani @4bedrooms @70.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
61 000 000 Ksh,61M Karen,20mx30m,4.0,3.0,,,,,
50 000 000 Ksh,50m Kilimani,20MX30M,4.0,3.0,,,,Yes,Yes
200 000 000 Ksh,Westlands,/,4.0,4.0,Yes,,Yes,Yes,Yes
30 000 000 Ksh,Kinoo @30 millions,35/30m,,1.0,,,,Yes,Yes
60 000 000 Ksh,Nairobi Kileleshwa,/,4.0,3.0,,,,Yes,Yes
60 000 000 Ksh,www.nairobilandhouse.com is selling a house at Kasarani@ 60.000.000Ksh,25/30m,4.0,3.0,,,,Yes,Yes
38 000 000 Ksh,Kilimani,28mx38m,,,,,,,
130 000 000 Ksh,Kilimani:property24.com,30mx30m,5.0,4.0,,,,,
120 000 000 Ksh,"Nairobi, Kibra",/,3.0,1.0,,Yes,,,
65 000 000 Ksh,Kilimani house for sale@65 millions,30/25m,,1.0,,,,Yes,Yes
63 000 000 Ksh,63M Karen,/,4.0,3.0,,Yes,,,
30 000 000 Ksh,Dagoretti house for sale@30 millions,25/25P,3.0,2.0,,,,Yes,Yes
80 000 000 Ksh,Nairobi Umoja,/,4.0,3.0,,,,Yes,Yes
200 000 000 Ksh,200M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
38 000 000 Ksh,Komarock house for sale:38 millions,25/20m,4.0,3.0,,,,Yes,Yes
35 000 000 Ksh,Nairobi Kibra,750sqm,,,,,,,
50 000 000 Ksh,50m Kilimani,20MX30M,4.0,3.0,,,,Yes,Yes
47 000 000 Ksh,Nairobi Kahawa,25/30m,4.0,3.0,,,,Yes,Yes
250 000 000 Ksh,Karen CLOSER TO TARMAC STREET,,6.0,5.0,,,Yes,Yes,
25 000 000 Ksh,Nairobi ,/,4.0,2.0,,,,Yes,
55 000 000 Ksh,Kilimani:property24.com,25mx30m,4.0,3.0,,,,,
$ 200 000,Nairobi Ngara,/,,,,,,,
30 000 000 Ksh,Ngongroad house for sale@ 30.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
180 000 000 Ksh,"Nairobi, Karen",,,1.0,,Yes,Yes,Yes,Yes
220 000 000 Ksh,Nairobi,20mx30m,6.0,5.0,,,,,Yes
75 000 000 Ksh,Nairobi,30mx30m,4.0,3.0,,,,Yes,
42 000 000 Ksh,42M Runda,30MX25M,4.0,3.0,,,,Yes,Yes
50 000 000 Ksh,Nairobi Kibra,25/30 ,,,,,,,
70 000 000 Ksh,70M Kibra,25/30m,4.0,3.0,,,,Yes,Yes
52 000 000 Ksh,Kahawa @52.000.000 Ksh,25/20m,4.0,3.0,,,,Yes,Yes
6.0 000 000 Ksh,kwiKawangware@6m Nairobidealer,15/20R,,,,,,,
38 000 000 Ksh,38M Kahawa,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Ksh,www.Nairobidealer.com,30/20,5.0,3.0,,,,Yes,Yes
60 000 000 Ksh,60m Kilimani,20mx30m,4.0,3.0,,,,Yes,Yes
75 000 000 Ksh,"Kasarani, house for sale @75.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
53 000 000 Ksh,Karen,20/15C,4.0,3.0,,,,Yes,
65 000 000 Ksh,Kahawa house for sale@65 millions,25/30m,4.0,3.0,,,,Yes,Yes
90 000 000 Ksh,Ruai house for sale@90 millions,30/35P,4.0,3.0,,,,Yes,Yes
90 000 000 Ksh,90M Kasarani,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
115 000 000 Ksh,115M Karen,25mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
60 000 000 Ksh,Kilimani @60.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
70 000 000 Ksh,"Nairobi, Mathare",,4.0,2.0,,Yes,Yes,Yes,
55 000 000 Ksh,55m Kilimani,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
48 000 000 Ksh,Nairobi@festus,18m/25m,4.0,3.0,,,,Yes,
45 000 000 Ksh,Komarock house for sale:45 millions,25/25m,4.0,3.0,,,,Yes,Yes
60 000 000 Ksh,Komarock,20m/30m,4.0,3.0,,,,,Yes
85 000 000 Ksh,Kibra,/,4.0,3.0,,,,Yes,
85 000 000 Ksh,Nairobi Kasarani,30/30m,4.0,3.0,,,,Yes,Yes
120 000 000 Ksh,Nairobi/KIGUGU,/,4.0,3.0,,Yes,,Yes,
115 000 000 Ksh,"Karen, Nairobi",,5.0,4.0,Yes,Yes,Yes,Yes,
55 000 000 Ksh,55M Karen,20mx25m,4.0,2.0,Yes,Yes,Yes,Yes,
25 000 000 Ksh,Githurai45,/,,,,,,,
160 000 000 Ksh,"www.nairobiland.com,Karen @160 millions",30/30m,,1.0,,,,Yes,Yes
55 000 000 Ksh,Kahawa house for sale@55 millions,30/25P,4.0,3.0,,,,Yes,Yes
80 000 000 Ksh,80M Kilimani,20mx30m,4.0,3.0,,,,,
50 000 000 Ksh,Kahawa @50.000.000 Ksh,30/30m,4.0,3.0,,,,Yes,Yes
110 000 000 Ksh,"Nairobi, Karen",,4.0,3.0,Yes,Yes,Yes,Yes,
35 000 000 Ksh,35M Jogooroad,/,4.0,3.0,,Yes,,,
13 000 000 Ksh,Kahawa 13M,25mx30m,3.0,,,,,,Yes
25 000 000 Ksh,25M Ngongroad,25m/30m,4.0,3.0,,,,Yes,Yes
25 000 000 Ksh,25m Karen,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
Negotiable,"Kasarani, Kinoo sector, Rusheshe Cell",/,,,,,,,
60 000 000 Ksh,Karen,500Sqm,5.0,4.0,,,Yes,,Yes
50 000 000 Ksh,"Nairobi, Kasarani",/,4.0,3.0,,,,Yes,Yes
Negotiable,Kagali-Mathare,20m/30m,,,,,,,
150 000 000 Ksh,Donholm near Upperhill,1310 sqm,4.0,2.0,,Yes,,Yes,
85 000 000 Ksh,85m Ruai,20m/30m,5.0,3.0,,,,Yes,Yes
47 000 000 Ksh,Nairobi 47M,30/20F,4.0,3.0,,,,Yes,Yes
120 000 000 Ksh,Nairobi 120M,30/20p,5.0,4.0,,Yes,,Yes,Yes
45 000 000 Ksh,45M Kilimani,25mx30m,3.0,2.0,,,,,Yes
10 000 000 Ksh,10M Kahawa,25m/30m,4.0,0,,,,Yes,Yes
52 000 000 Ksh,Kahawa house for sale@52 millions,25/20m,,1.0,,,,Yes,Yes
60 000 000 Ksh,Kahawa @60.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
90 000 000 Ksh,"Nairobi, Uthiru",/,4.0,3.0,,Yes,,,
130 000 000 Ksh,Kilimani house for sale@130 millions,30/25m,5.0,4.0,,,,Yes,Yes
75 000 000 Ksh,www.nairobiland.com house for sale inKasarani nibonyi@75millions at@75millions,20/25m,4.0,3.0,,,,Yes,Yes
160 000 000 Ksh,160m Karen,25mx20m,5.0,4.0,Yes,Yes,Yes,Yes,
30 000 000 Ksh,30M Komarock,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
53 000 000 Ksh,Nairobi-Kahawa-festus,20m/20m,4.0,3.0,,,,Yes,Yes
140 000 000 Ksh,Karen house for sale @ 130 millions,35/30m,6.0,4.0,,,,Yes,Yes
250 000 000 Ksh,Komarock,30/30m,4.0,4.0,,,,Yes,Yes
45 000 000 Ksh,"Nairobi,Kasarani",/,4.0,2.0,,Yes,,Yes,
140 000 000 Ksh,Kilimani house for sale@140 millions,25/20P,4.0,3.0,,,,Yes,Yes
75 000 000 Ksh,Kilimani @4bedrooms @75.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
45 000 000 Ksh,"www.nairobiland.com,Kahawa @45 millions",25/25m,4.0,3.0,,,,Yes,Yes
53 000 000 Ksh,"Nairobi-Githurai44,festus",20mx20m,4.0,3.0,,,,,Yes
211 000 000 Ksh,Kasarani,1300 sq,5.0,5.0,,,,Yes,Yes
230 000 000 Ksh,Ruai TO Dagoretti ROAD,1300 sq,6.0,6.0,,,,Yes,Yes
25 000 000 Ksh,25m Karen,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Ksh,45M Komarock,20mx30m,4.0,3.0,,,,,
43 000 000 Ksh,"Nairobi,Kasarani",/,4.0,2.0,,Yes,,Yes,
80 000 000 Ksh,"Nairobi,Kasarani",/,4.0,3.0,,,,,Yes
68 000 000 Ksh,Nairobidealer.com,30/20 ,4.0,3.0,,,,Yes,Yes
28 000 000 Ksh,28M Muthaiga,30MX40M,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,Nairobi Kilimani,/,4.0,1.0,,,,,
95 000 000 Ksh,"Kasarani, house for sale @95.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
125 000 000 Ksh,Kilimani,25mx30m,4.0,3.0,,,,Yes,
40 000 000 Ksh,40M Kahawa,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
75 000 000 Ksh,"Kasarani, house for sale @75.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
60 000 000 Ksh,Komarock 60millions,30mx30m,4.0,3.0,,,,Yes,Yes
45 000 000 Ksh,45M Kilimani,30mx20m,3.0,,,,,,Yes
35 000 000 Ksh,Nairobi,35mx30m,4.0,2.0,,,,Yes,Yes
55 000 000 Ksh,Kahawa @55.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
80 000 000 Ksh,"Nairobi, Kibra",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
$ 75 000,Westlands,/,2.0,2.0,,,,,
10 000 000 Ksh,Kahawa 10M,/,3.0,1.0,,,,,
45 000 000 Ksh,Nairobi,/,4.0,3.0,,,,,Yes
160 000 000 Ksh,160m Karen,20mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
70 000 000 Ksh,Kilimani @70.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
35 000 000 Ksh,35m Kahawa,25M/30M,4.0,3.0,,,,Yes,
160 000 000 Ksh,"Nairobi-Kilimani,festus",/,5.0,4.0,,,,,Yes
50 000 000 Ksh,50M Kilimani,20mx30m,4.0,3.0,,,,Yes,Yes
